POCO,OPERADOR,ESTADO,BACIA,CAMPO,TERRA_MAR,CATEGORIA,SITUACAO,CONCLUSAO,TITULARIDADE
7-TBAZ-1HP-RJS,Dommo Energia,RJ,Campos,TUBARÃO AZUL,M,Desenvolvimento,ABANDONADO PERMANENTEMENTE,1/12/13 0:00,Público
3-OGX-50D-RJS,Dommo Energia,RJ,Campos,TUBARÃO AZUL,M,Extensão,ABANDONADO PERMANENTEMENTE,7/24/11 0:00,Público
3-OGX-53D-RJS,Dommo Energia,RJ,Campos,TUBARÃO AZUL,M,Extensão,ABANDONADO PERMANENTEMENTE,8/22/11 0:00,Público
3-OGX-21D-RJS,Dommo Energia,RJ,Campos,,M,Extensão,ABANDONADO PERMANENTEMENTE,11/26/10 0:00,Público
9-OGX-68HP-RJS,Dommo Energia,RJ,Campos,TUBARÃO AZUL,M,Especial,ABANDONADO PERMANENTEMENTE,3/26/12 0:00,Público
1-OGX-3-RJS,Dommo Energia,RJ,Campos,,M,Pioneiro,ABANDONADO PERMANENTEMENTE,2/25/10 0:00,Público
9-OGX-55HP-RJS,Dommo Energia,RJ,Campos,TUBARÃO TIGRE,M,Especial,ABANDONADO PERMANENTEMENTE,10/18/11 0:00,Público
9-OGX-60HP-RJS,Dommo Energia,RJ,Campos,TUBARÃO AZUL,M,Especial,ABANDONADO PERMANENTEMENTE,1/9/12 0:00,Público
3-OGX-65D-RJS,Dommo Energia,RJ,Campos,TUBARÃO AZUL,M,Extensão,ABANDONADO PERMANENTEMENTE,11/23/11 0:00,Público
4-BRSA-1223-SES,Petrobras,SE,Sergipe,PIRANEMA SUL,M,Pioneiro Adjacente,ARRASADO,4/13/14 0:00,Público
4-JZ-4-RN,Potiguar E&P S.A.,RN,Potiguar,JUAZEIRO,T,Pioneiro Adjacente,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,12/15/91 0:00,Público
4-LV-9-RN,Potiguar E&P S.A.,RN,Potiguar,LIVRAMENTO,T,Pioneiro Adjacente,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,10/31/86 0:00,Público
4-RFQ-2-RN,Potiguar E&P S.A.,RN,Potiguar,RIACHO DA FORQUILHA,T,Pioneiro Adjacente,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2/4/93 0:00,Público
5-TM-13-RN,Potiguar E&P S.A.,RN,Potiguar,TRÊS MARIAS,T,Jazida Mais Rasa,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,10/27/90 0:00,Público
7-ASB-9D-RN,Potiguar E&P S.A.,RN,Potiguar,ASA BRANCA,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2/27/13 0:00,Público
7-BAL-9-RN,Potiguar E&P S.A.,RN,Potiguar,BAIXA DO ALGODÃO,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,4/30/87 0:00,Público
7-BAL-12-RN,Potiguar E&P S.A.,RN,Potiguar,BAIXA DO ALGODÃO,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,5/15/87 0:00,Público
7-BAL-52-RN,Potiguar E&P S.A.,RN,Potiguar,BAIXA DO ALGODÃO,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,10/9/06 0:00,Público
7-BAL-55-RN,Potiguar E&P S.A.,RN,Potiguar,BAIXA DO ALGODÃO,T,Desenvolvimento,PRODUZINDO,5/3/09 0:00,Público
7-BAL-58-RN,Potiguar E&P S.A.,RN,Potiguar,BAIXA DO ALGODÃO,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,6/23/09 0:00,Público
7-BAL-61-RN,Potiguar E&P S.A.,RN,Potiguar,BAIXA DO ALGODÃO,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,7/6/09 0:00,Público
7-BAL-64-RN,Potiguar E&P S.A.,RN,Potiguar,BAIXA DO ALGODÃO,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,8/20/09 0:00,Público
7-BAL-67-RN,Potiguar E&P S.A.,RN,Potiguar,BAIXA DO ALGODÃO,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,5/14/09 0:00,Público
7-BAL-71-RN,Potiguar E&P S.A.,RN,Potiguar,BAIXA DO ALGODÃO,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,5/7/09 0:00,Público
7-BAL-75-RN,Potiguar E&P S.A.,RN,Potiguar,BAIXA DO ALGODÃO,T,Desenvolvimento,PRODUZINDO,4/26/09 0:00,Público
7-BAL-78-RN,Potiguar E&P S.A.,RN,Potiguar,BAIXA DO ALGODÃO,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,6/29/09 0:00,Público
7-BE-30-RN,Potiguar E&P S.A.,RN,Potiguar,BOA ESPERANÇA,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,8/1/09 0:00,Público
7-BR-4-RN,Potiguar E&P S.A.,RN,Potiguar,BREJINHO,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,8/3/87 0:00,Público
7-BR-7-RN,Potiguar E&P S.A.,RN,Potiguar,BREJINHO,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2/3/88 0:00,Público
7-BR-17-RN,Potiguar E&P S.A.,RN,Potiguar,BREJINHO,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,4/28/89 0:00,Público
7-BR-20-RN,Potiguar E&P S.A.,RN,Potiguar,BREJINHO,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,11/6/90 0:00,Público
7-BR-23-RN,Potiguar E&P S.A.,RN,Potiguar,BREJINHO,T,Desenvolvimento,PRODUZINDO,4/10/96 0:00,Público
7-RFQ-38D-RN,Potiguar E&P S.A.,RN,Potiguar,RIACHO DA FORQUILHA,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,12/10/06 0:00,Público
7-RFQ-49D-RN,Potiguar E&P S.A.,RN,Potiguar,RIACHO DA FORQUILHA,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,12/7/10 0:00,Público
7-RMO-4-RN,Potiguar E&P S.A.,RN,Potiguar,RIO MOSSORÓ,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,12/1/85 0:00,Público
7-SIB-1-RN,Potiguar E&P S.A.,RN,Potiguar,SIBITE,T,Desenvolvimento,PRODUZINDO,7/23/16 0:00,Público
7-SMI-11-RN,Potiguar E&P S.A.,RN,Potiguar,PAJEÚ,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,9/3/93 0:00,Público
7-SMI-17-RN,Potiguar E&P S.A.,RN,Potiguar,PAJEÚ,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,12/13/00 0:00,Público
7-SMI-20-RN,Potiguar E&P S.A.,RN,Potiguar,PAJEÚ,T,Desenvolvimento,PRODUZINDO,2/16/01 0:00,Público
7-SMI-23-RN,Potiguar E&P S.A.,RN,Potiguar,PAJEÚ,T,Desenvolvimento,PRODUZINDO,3/6/02 0:00,Público
7-SMI-30-RN,Potiguar E&P S.A.,RN,Potiguar,PAJEÚ,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,8/6/03 0:00,Público
7-TM-4-RN,Potiguar E&P S.A.,RN,Potiguar,TRÊS MARIAS,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,5/30/87 0:00,Público
7-TM-10-RN,Potiguar E&P S.A.,RN,Potiguar,TRÊS MARIAS,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,5/12/88 0:00,Público
7-TM-17-RN,Potiguar E&P S.A.,RN,Potiguar,TRÊS MARIAS,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,5/23/01 0:00,Público
7-UPN-10-RN,Potiguar E&P S.A.,RN,Potiguar,UPANEMA,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2/1/86 0:00,Público
7-UPN-13-RN,Potiguar E&P S.A.,RN,Potiguar,UPANEMA,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2/25/86 0:00,Público
7-UPN-22-RN,Potiguar E&P S.A.,RN,Potiguar,UPANEMA,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,7/31/86 0:00,Público
7-UPN-28-RN,Potiguar E&P S.A.,RN,Potiguar,UPANEMA,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2/14/87 0:00,Público
7-UPN-34-RN,Potiguar E&P S.A.,RN,Potiguar,UPANEMA,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,1/31/95 0:00,Público
7-UPN-37-RN,Potiguar E&P S.A.,RN,Potiguar,UPANEMA,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,8/18/95 0:00,Público
7-VR-7-RN,Potiguar E&P S.A.,RN,Potiguar,BREJINHO,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,12/29/95 0:00,Público
1-BP-2-RN,Petrobras,RN,Potiguar,PEDRA SENTADA,T,Pioneiro,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,4/4/89 0:00,Público
7-BAL-15-RN,Potiguar E&P S.A.,RN,Potiguar,BAIXA DO ALGODÃO,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,6/10/87 0:00,Público
1-AJ-2-BA,Recôncavo E&P,BA,Recôncavo,ACAJÁ-BURIZINHO,T,Pioneiro,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,3/17/83 0:00,Público
3-BZ-3-BA,Recôncavo E&P,BA,Recôncavo,ACAJÁ-BURIZINHO,T,Extensão,ABANDONADO PERMANENTEMENTE,4/22/81 0:00,Público
3-BZ-10-BA,Recôncavo E&P,BA,Recôncavo,ACAJÁ-BURIZINHO,T,Extensão,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2/9/83 0:00,Público
1-LP-4-BA,Recôncavo E&P,BA,Recôncavo,LAGOA DO PAULO SUL,T,Pioneiro,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,12/28/67 0:00,Público
3-BZ-5-BA,Recôncavo E&P,BA,Recôncavo,ACAJÁ-BURIZINHO,T,Extensão,ABANDONADO PERMANENTEMENTE,12/20/82 0:00,Público
3-LP-10-BA,Recôncavo E&P,BA,Recôncavo,LAGOA DO PAULO,T,Extensão,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,10/4/83 0:00,Público
1-LPN-1-BA,Recôncavo E&P,BA,Recôncavo,LAGOA DO PAULO NORTE,T,Pioneiro,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,10/15/67 0:00,Público
7-BAL-20-RN,Potiguar E&P S.A.,RN,Potiguar,BAIXA DO ALGODÃO,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,10/6/87 0:00,Público
7-BAL-32-RN,Potiguar E&P S.A.,RN,Potiguar,BAIXA DO ALGODÃO,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,12/12/99 0:00,Público
7-BAL-35-RN,Potiguar E&P S.A.,RN,Potiguar,BAIXA DO ALGODÃO,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,8/24/00 0:00,Público
7-ASB-1-RN,Potiguar E&P S.A.,RN,Potiguar,ASA BRANCA,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,7/25/06 0:00,Público
7-ASB-6DP-RN,Potiguar E&P S.A.,RN,Potiguar,ASA BRANCA,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,7/22/06 0:00,Público
7-BAL-4-RN,Potiguar E&P S.A.,RN,Potiguar,BAIXA DO ALGODÃO,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2/11/87 0:00,Público
7-BAL-7-RN,Potiguar E&P S.A.,RN,Potiguar,BAIXA DO ALGODÃO,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,4/20/87 0:00,Público
7-PJ-5-RN,Potiguar E&P S.A.,RN,Potiguar,PAJEÚ,T,Desenvolvimento,PRODUZINDO,9/17/96 0:00,Público
7-PJ-14-RN,Potiguar E&P S.A.,RN,Potiguar,PAJEÚ,T,Desenvolvimento,INJETANDO,12/31/97 0:00,Público
7-PJ-20-RN,Potiguar E&P S.A.,RN,Potiguar,PAJEÚ,T,Desenvolvimento,PRODUZINDO,9/18/98 0:00,Público
7-PJ-23-RN,Potiguar E&P S.A.,RN,Potiguar,PAJEÚ,T,Desenvolvimento,INJETANDO,9/5/99 0:00,Público
7-PJ-32-RN,Potiguar E&P S.A.,RN,Potiguar,PAJEÚ,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,5/21/01 0:00,Público
7-PJ-35-RN,Potiguar E&P S.A.,RN,Potiguar,PAJEÚ,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,8/8/01 0:00,Público
7-PJ-38-RN,Potiguar E&P S.A.,RN,Potiguar,PAJEÚ,T,Desenvolvimento,INJETANDO,11/27/01 0:00,Público
7-PJ-44-RN,Potiguar E&P S.A.,RN,Potiguar,PAJEÚ,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,11/23/04 0:00,Público
7-PJ-47-RN,Potiguar E&P S.A.,RN,Potiguar,PAJEÚ,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,10/2/11 0:00,Público
7-PX-4-RN,Potiguar E&P S.A.,RN,Potiguar,POÇO XAVIER,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,6/22/88 0:00,Público
7-PX-12D-RN,Potiguar E&P S.A.,RN,Potiguar,POÇO XAVIER,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,5/20/01 0:00,Público
7-RFQ-19D-RN,Potiguar E&P S.A.,RN,Potiguar,RIACHO DA FORQUILHA,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,3/23/95 0:00,Público
7-RFQ-22D-RN,Potiguar E&P S.A.,RN,Potiguar,RIACHO DA FORQUILHA,T,Desenvolvimento,INJETANDO,9/8/95 0:00,Público
7-RFQ-25D-RN,Potiguar E&P S.A.,RN,Potiguar,RIACHO DA FORQUILHA,T,Desenvolvimento,INJETANDO,10/10/95 0:00,Público
7-RFQ-10DA-RN,Potiguar E&P S.A.,RN,Potiguar,RIACHO DA FORQUILHA,T,Desenvolvimento,INJETANDO,9/17/10 0:00,Público
1-RNS-93-RNS,Petrobras,RN,Potiguar,DENTÃO,M,Pioneiro,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,7/31/87 0:00,Público
3-AG-19DA-RNS,Petrobras,RN,Potiguar,AGULHA,M,Extensão,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,5/23/80 0:00,Público
3-BRSA-1227-RN,Petrobras,RN,Potiguar,ESTREITO,T,Extensão,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2/26/14 0:00,Público
3-RNS-74-RN,SPE 3R Petroleum,RN,Potiguar,ARATUM,M,Extensão,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,12/8/84 0:00,Público
3-RNS-88DA-RN,Petrobras,RN,Potiguar,PESCADA,M,Extensão,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,3/17/86 0:00,Público
3-RNS-94DA-RN,Petrobras,RN,Potiguar,PESCADA,M,Extensão,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,4/5/87 0:00,Público
3-RNS-98-RN,Petrobras,RN,Potiguar,ARABAIANA,M,Extensão,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,10/20/87 0:00,Público
3-UB-22-RNS,Petrobras,RN,Potiguar,OESTE DE UBARANA,M,Extensão,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,6/13/79 0:00,Público
3-UB-3-RNS,Petrobras,RN,Potiguar,UBARANA,M,Extensão,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,6/17/74 0:00,Público
4-BRSA-953-RN,Petrobras,RN,Potiguar,CANTO DO AMARO,T,Pioneiro Adjacente,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,7/25/11 0:00,Público
7-AP-187D-RN,Petrobras,RN,Potiguar,CANTO DO AMARO,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,8/30/91 0:00,Público
7-CAM-114-RN,Petrobras,RN,Potiguar,CANTO DO AMARO,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,11/25/87 0:00,Público
7-CAM-955-RN,Petrobras,RN,Potiguar,CANTO DO AMARO,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,1/24/05 0:00,Público
7-FP-61-RN,Petrobras,RN,Potiguar,FAZENDA POCINHO,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,10/3/83 0:00,Público
7-MO-50-RN,Petrobras,RN,Potiguar,MOSSORÓ,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,6/14/82 0:00,Público
7-MO-82D-RN,Petrobras,RN,Potiguar,MOSSORÓ,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,12/16/94 0:00,Público
7-UB-90D-RNS,Petrobras,RN,Potiguar,UBARANA,M,Desenvolvimento,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2/8/85 0:00,Público
9-FZB-329-CE,Petrobras,CE,Potiguar,FAZENDA BELÉM,T,Especial,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,11/20/84 0:00,Público
1-TEK-1-BA,Tek,BA,Recôncavo,,T,Pioneiro,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,12/14/16 0:00,Público
1-TEK-3-BA,Tek,BA,Recôncavo,,T,Pioneiro,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2/6/18 0:00,Público
3-RUC-17D-AM,Petrobras,AM,Solimões,RIO URUCU,T,Extensão,ABANDONADO PERMANENTEMENTE,3/1/89 0:00,Público
7-RUC-81HP-AM,Petrobras,AM,Solimões,RIO URUCU,T,Desenvolvimento,ABANDONADO PERMANENTEMENTE,11/24/10 0:00,Público
1-IP-1-AM,Petrobras,AM,Solimões,IGARAPÉ PUCÁ,T,Pioneiro,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,4/24/81 0:00,Público
1-BRSA-961-AM,Petrobras,AM,Solimões,,T,Pioneiro,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,12/15/11 0:00,Público
3-JI-4-AM,Petrobras,AM,Solimões,JURUÁ,T,Extensão,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,8/17/82 0:00,Público
3-BRSA-1057DA-AM,Petrobras,AM,Solimões,RIO URUCU,T,Extensão,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,7/31/12 0:00,Público
3-BRSA-126-AM,Eneva,AM,Amazonas,AZULÃO,T,Extensão,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,4/3/02 0:00,Público
9-RUC-76DP-AM,Petrobras,AM,Solimões,RIO URUCU,T,Especial,ABANDONADO PERMANENTEMENTE,4/15/12 0:00,Público
1-JI-1-AM,Petrobras,AM,Solimões,JURUÁ,T,Pioneiro,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,9/24/80 0:00,Público
1-RUT-1-AM,Eneva,AM,Amazonas,AZULÃO,T,Pioneiro,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,1/18/99 0:00,Público
3-BRSA-1121-AM,Petrobras,AM,Solimões,RIO URUCU,T,Extensão,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2/6/13 0:00,Público
3-BRSA-1162-AM,Petrobras,AM,Solimões,RIO URUCU,T,Extensão,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,6/13/13 0:00,Público
9-RUC-95DP-AM,Petrobras,AM,Solimões,RIO URUCU,T,Especial,ABANDONADO PERMANENTEMENTE,3/17/11 0:00,Público
1-JR-1-AM,Petrobras,AM,Solimões,JURUÁ,T,Pioneiro,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,5/24/78 0:00,Público
3-JI-2-AM,Petrobras,AM,Solimões,JURUÁ,T,Extensão,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,8/14/81 0:00,Público
7-CM-12D-SES,Petrobras,SE,Sergipe,CAMORIM,M,Desenvolvimento,ARRASADO,4/4/75 0:00,Público
7-BAL-41-RN,Potiguar E&P S.A.,RN,Potiguar,BAIXA DO ALGODÃO,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,3/20/01 0:00,Público
7-BAL-44-RN,Potiguar E&P S.A.,RN,Potiguar,BAIXA DO ALGODÃO,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,10/31/01 0:00,Público
7-BAL-47-RN,Potiguar E&P S.A.,RN,Potiguar,BAIXA DO ALGODÃO,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,8/21/03 0:00,Público
4-BRSA-723C-SPS,Petrobras,SP,Santos,,M,Pioneiro Adjacente,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,9/19/09 0:00,Público
1-BRSA-669-BAS,Petrobras,BA,Jequitinhonha,,M,Pioneiro,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,1/21/09 0:00,Público
1-BRSA-175-RJS,Petrobras,RJ,Santos,,M,Pioneiro,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,11/28/02 0:00,Público
1-BRSA-945-RNS,Petrobras,RN,Potiguar,,M,Pioneiro,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,9/9/11 0:00,Público
3-BRSA-188A-RJS,Petrobras,RJ,Santos,,M,Extensão,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,3/1/03 0:00,Público
9-CHT-1A-ESS,Petrobras,ES,Campos,JUBARTE,M,Especial,ABANDONADO PERMANENTEMENTE,11/15/03 0:00,Público
9-BFR-8D-ESS,Petrobras,ES,Campos,JUBARTE,M,Especial,ABANDONADO PERMANENTEMENTE,2/23/13 0:00,Público
1-BRSA-171-ESS,Petrobras,ES,Campos,JUBARTE,M,Pioneiro,ABANDONADO PERMANENTEMENTE,12/11/02 0:00,Público
6-BRSA-899D-RJS,Petrobras,RJ,Campos,ALBACORA,M,Jazida Mais Profunda,ABANDONADO PERMANENTEMENTE,10/18/11 0:00,Público
7-AB-18D-RJS,Petrobras,RJ,Campos,ALBACORA,M,Desenvolvimento,ABANDONADO PERMANENTEMENTE,8/16/92 0:00,Público
4-BRSA-1002-SPS,Petrobras,SP,Santos,BAÚNA,M,Pioneiro Adjacente,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,12/1/11 0:00,Público
8-ATP-7D-RJS,Petrobras,RJ,Santos,ATAPU,M,Injeção,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,1/16/18 0:00,Público
8-SLL-4D-RJS,Petrobras,RJ,Santos,SUL DE LULA,M,Injeção,EM PERFURAÇÃO,6/29/18 0:00,Público
4-CES-12-CE,Petrobras,CE,Ceará,XARÉU,M,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,2/22/77 0:00,Público
7-CR-25-CES,Petrobras,CE,Ceará,CURIMÃ,M,Desenvolvimento,ABANDONADO PERMANENTEMENTE,1/1/94 0:00,Público
3-XA-6-CES,Petrobras,CE,Ceará,XARÉU,M,Extensão,ABANDONADO PERMANENTEMENTE,4/4/81 0:00,Público
7-CR-23D-CES,Petrobras,CE,Ceará,CURIMÃ,M,Desenvolvimento,ABANDONADO PERMANENTEMENTE,11/21/84 0:00,Público
1-BRSA-906-ESS,Petrobras,ES,Espírito Santo,,M,Pioneiro,ABANDONADO PERMANENTEMENTE,6/24/11 0:00,Público
3-BRSA-277-ESS,Petrobras,ES,Campos,JUBARTE,M,Extensão,ABANDONADO PERMANENTEMENTE,6/25/04 0:00,Público
4-BRSA-316-ESS,Petrobras,ES,Espírito Santo,GOLFINHO,M,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,12/14/04 0:00,Público
6-BRSA-1118DA-ESS,Petrobras,ES,Campos,CAXAREU,M,Jazida Mais Profunda,ABANDONADO PERMANENTEMENTE,9/17/13 0:00,Público
1-ESS-90A-ES,Petrobras,ES,Espírito Santo,,M,Pioneiro,ABANDONADO PERMANENTEMENTE,6/6/99 0:00,Público
1-CES-67-CES,Petrobras,CE,Ceará,XARÉU,M,Pioneiro,ABANDONADO PERMANENTEMENTE,10/31/81 0:00,Público
9-VM-76DP-RJS,Perenco Brasil,RJ,Campos,VERMELHO,M,Especial,ABANDONADO PERMANENTEMENTE,1/7/98 0:00,Público
1-RJS-12-RJ,Perenco Brasil,RJ,Campos,PARGO,M,Pioneiro,ABANDONADO PERMANENTEMENTE,1/27/75 0:00,Público
1-RJS-193A-RJ,Perenco Brasil,RJ,Campos,CARAPEBA,M,Pioneiro,ABANDONADO PERMANENTEMENTE,2/8/82 0:00,Público
1-RJS-241A-RJ,Perenco Brasil,RJ,Campos,VERMELHO,M,Pioneiro,ABANDONADO PERMANENTEMENTE,12/28/82 0:00,Público
3-CRP-24-RJS,Perenco Brasil,RJ,Campos,CARAPEBA,M,Extensão,ABANDONADO PERMANENTEMENTE,4/24/86 0:00,Público
3-CRP-8-RJS,Perenco Brasil,RJ,Campos,CARAPEBA,M,Extensão,ABANDONADO PERMANENTEMENTE,9/29/85 0:00,Público
3-BRSA-629A-RJS,Perenco Brasil,RJ,Campos,PARGO,M,Extensão,ABANDONADO PERMANENTEMENTE,7/30/08 0:00,Público
3-RJS-207A-RJ,Perenco Brasil,RJ,Campos,PARGO,M,Extensão,ABANDONADO PERMANENTEMENTE,5/18/82 0:00,Público
3-RJS-224-RJ,Perenco Brasil,RJ,Campos,CARAPEBA,M,Extensão,ABANDONADO PERMANENTEMENTE,7/5/82 0:00,Público
3-RJS-270-RJ,Perenco Brasil,RJ,Campos,VERMELHO,M,Extensão,ABANDONADO PERMANENTEMENTE,8/21/83 0:00,Público
4-RJS-52-RJ,Perenco Brasil,RJ,Campos,PARGO,M,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,3/31/79 0:00,Público
9-VM-72DP-RJS,Perenco Brasil,RJ,Campos,VERMELHO,M,Especial,ABANDONADO PERMANENTEMENTE,6/22/97 0:00,Público
3-CRP-25-RJS,Perenco Brasil,RJ,Campos,CARAPEBA,M,Extensão,ABANDONADO PERMANENTEMENTE,5/27/86 0:00,Público
3-CRP-9-RJS,Perenco Brasil,RJ,Campos,CARAPEBA,M,Extensão,ABANDONADO PERMANENTEMENTE,12/19/85 0:00,Público
3-RJS-227-RJ,Perenco Brasil,RJ,Campos,PARGO,M,Extensão,ABANDONADO PERMANENTEMENTE,8/1/82 0:00,Público
