POCO,OPERADOR,ESTADO,BACIA,CAMPO,TERRA_MAR,CATEGORIA,SITUACAO,CONCLUSAO,TITULARIDADE
1-HRT-3-AM,Rosneft,AM,Solimões,,T,Pioneiro,ABANDONADO PERMANENTEMENTE,10/22/11 0:00,Público
8-FBM-158-BA,Petrobras,BA,Recôncavo,FAZENDA BÁLSAMO,T,Injeção,PRODUZINDO,7/2/87 0:00,Público
9-MLS-89-RJS,Petrobras,RJ,Campos,MARLIM SUL,M,Especial,ABANDONADO PERMANENTEMENTE,3/4/03 0:00,Público
3-RJS-293D-RJ,Trident Energy,RJ,Campos,MARIMBÁ,M,Extensão,ABANDONADO PERMANENTEMENTE,9/6/84 0:00,Público
4-BRSA-529-BAS,Petrobras,BA,Camamu,MANATI,M,Pioneiro Adjacente,ARRASADO,3/22/08 0:00,Público
7-RO-42HPB-RJS,Petrobras,RJ,Campos,RONCADOR,M,Desenvolvimento,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,3/16/04 0:00,Público
7-MGP-103D-BA,Petrobras,BA,Recôncavo,MIRANGA,T,Desenvolvimento,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,2/23/13 0:00,Público
3-BRSA-206-RJS,Petrobras,RJ,Campos,ALBACORA,M,Extensão,ABANDONADO PERMANENTEMENTE,11/16/02 0:00,Público
4-BRSA-1242D-ESS,Petrobras,ES,Espírito Santo,GOLFINHO,M,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,9/5/14 0:00,Público
3-SA-2-BA,Santana,BA,Recôncavo,SANTANA,T,Extensão,ARRASADO,1/11/63 0:00,Público
9-PTA-5-SE,,SE,Sergipe,,T,Especial,DEVOLVIDO,12/12/87 0:00,Público
3-PIR-7-AL,Petrobras,AL,Alagoas,PILAR,T,Extensão,EM INTERVENÇÃO,9/2/82 0:00,Público
1-RCA-1-BA,Petrobras,BA,Recôncavo,,T,Pioneiro,DEVOLVIDO,10/14/98 0:00,Público
3-BRSA-150-BAS,Petrobras,BA,Cumuruxatiba,,M,Extensão,ARRASADO,7/21/02 0:00,Público
9-PEC-70-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,7/13/80 0:00,Público
4-RA-2-SE,,SE,Sergipe,,T,Pioneiro Adjacente,DEVOLVIDO,8/19/90 0:00,Público
1-RON-1-SE,,SE,Sergipe,,T,Pioneiro,ARRASADO,10/13/93 0:00,Público
1-PB-1-PA,,PA,Amazonas,,T,Pioneiro,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,5/4/62 0:00,Público
7-PIR-239D-AL,Petrobras,AL,Alagoas,PILAR,T,Desenvolvimento,PRODUZINDO,6/10/07 0:00,Público
3-RCB-5-BA,Petrobras,BA,Recôncavo,RIACHO DA BARRA,T,Extensão,DEVOLVIDO,8/16/82 0:00,Público
4-NI-3-BA,Petrobras,BA,Tucano Sul,IRAÍ ,T,Pioneiro Adjacente,DEVOLVIDO,1/20/64 0:00,Público
9-PEC-99-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,2/9/81 0:00,Público
3-DJ-22-BA,Petrobras,BA,Recôncavo,DOM JOÃO MAR,T,Extensão,ARRASADO,3/25/50 0:00,Público
7-ET-1029-RN,Petrobras,RN,Potiguar,ESTREITO,T,Desenvolvimento,PRODUZINDO,2/23/09 0:00,Público
7-ET-1307D-RN,Petrobras,RN,Potiguar,ESTREITO,T,Desenvolvimento,PRODUZINDO,8/27/13 0:00,Público
7-ARG-813-RN,Petrobras,RN,Potiguar,ALTO DO RODRIGUES,T,Desenvolvimento,PRODUZINDO,10/4/15 0:00,Público
7-CAM-899-RN,Petrobras,RN,Potiguar,CANTO DO AMARO,T,Desenvolvimento,PRODUZINDO,5/11/04 0:00,Público
7-ARG-631-RN,Petrobras,RN,Potiguar,ALTO DO RODRIGUES,T,Desenvolvimento,PRODUZINDO,6/15/06 0:00,Público
7-ET-1355-RN,Petrobras,RN,Potiguar,ESTREITO,T,Desenvolvimento,PRODUZINDO,9/13/14 0:00,Público
7-MGP-45D-BA,Petrobras,BA,Recôncavo,MIRANGA,T,Desenvolvimento,PRODUZINDO,10/16/01 0:00,Público
7-MG-497D-BA,Petrobras,BA,Recôncavo,MIRANGA,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,5/27/09 0:00,Público
7-FBL-20D-BA,Petrobras,BA,Recôncavo,FAZENDA BELÉM,T,Desenvolvimento,PRODUZINDO,12/13/09 0:00,Público
7-FBE-31-BA,Petrobras,BA,Recôncavo,FAZENDA BOA ESPERANÇA,T,Desenvolvimento,INJETANDO,4/5/86 0:00,Público
7-IBU-53D-ES,Petrobras,ES,Espírito Santo,INHAMBU,T,Desenvolvimento,PRODUZINDO,4/11/14 0:00,Público
7-RO-108D-BA,Petrobras,BA,Recôncavo,REMANSO,T,Desenvolvimento,PRODUZINDO,12/25/12 0:00,Público
7-MGP-104D-BA,Petrobras,BA,Recôncavo,MIRANGA,T,Desenvolvimento,PRODUZINDO,2/16/13 0:00,Público
8-AR-347DP-BA,Petrobras,BA,Recôncavo,ARAÇÁS,T,Injeção,FECHADO,2/14/13 0:00,Público
7-FI-121D-BA,Petrobras,BA,Recôncavo,FAZENDA IMBÉ,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2/1/13 0:00,Público
7-RBU-118D-BA,Petrobras,BA,Recôncavo,RIO DO BU,T,Desenvolvimento,PRODUZINDO,1/17/13 0:00,Público
7-MP-51D-BA,Petrobras,BA,Recôncavo,MASSAPÊ,T,Desenvolvimento,PRODUZINDO,6/11/13 0:00,Público
7-GU-8D-ES,Petrobras,ES,Espírito Santo,GURIRI,T,Desenvolvimento,PRODUZINDO,9/1/13 0:00,Público
7-CS-226D-BA,Petrobras,BA,Recôncavo,CASSARONGONGO,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,10/7/13 0:00,Público
7-AR-355D-BA,Petrobras,BA,Recôncavo,ARAÇÁS,T,Desenvolvimento,PRODUZINDO,12/13/13 0:00,Público
7-DJ-878H-BA,Petrobras,BA,Recôncavo,DOM JOÃO,T,Desenvolvimento,PRODUZINDO,12/13/13 0:00,Público
7-FSL-29D-ES,Petrobras,ES,Espírito Santo,FAZENDA SANTA LUZIA,T,Desenvolvimento,PRODUZINDO,3/8/00 0:00,Público
7-FSR-19-ES,Petrobras,ES,Espírito Santo,FAZENDA SÃO RAFAEL,T,Desenvolvimento,FECHADO,5/4/00 0:00,Público
7-CP-1034-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,6/29/86 0:00,Público
3-BRSA-1093-SE,Petrobras,SE,Sergipe,SIRIRIZINHO,T,Extensão,PRODUZINDO,8/21/12 0:00,Público
7-RO-620D-SE,Petrobras,SE,Sergipe,RIACHUELO,T,Desenvolvimento,FECHADO,10/3/12 0:00,Público
7-CP-1944-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,10/30/12 0:00,Público
7-CP-1562-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,2/12/13 0:00,Público
7-SZ-603-SE,Petrobras,SE,Sergipe,SIRIRIZINHO,T,Desenvolvimento,FECHADO,4/26/13 0:00,Público
7-SZ-589-SE,Petrobras,SE,Sergipe,SIRIRIZINHO,T,Desenvolvimento,FECHADO,1/26/14 0:00,Público
7-MG-71-SE,Petrobras,SE,Sergipe,MATO GROSSO,T,Desenvolvimento,PRODUZINDO,11/9/13 0:00,Público
7-RO-720-SE,Petrobras,SE,Sergipe,RIACHUELO,T,Desenvolvimento,PRODUZINDO,2/15/14 0:00,Público
7-CL-61D-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Desenvolvimento,PRODUZINDO,2/5/15 0:00,Público
7-CL-92D-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Desenvolvimento,PRODUZINDO,5/1/15 0:00,Público
7-SZ-619-SE,Petrobras,SE,Sergipe,SIRIRIZINHO,T,Desenvolvimento,PRODUZINDO,6/12/14 0:00,Público
7-SZ-616D-SE,Petrobras,SE,Sergipe,SIRIRIZINHO,T,Desenvolvimento,PRODUZINDO,8/4/15 0:00,Público
8-RO-669-SE,Petrobras,SE,Sergipe,RIACHUELO,T,Injeção,FECHADO,6/2/15 0:00,Público
7-CL-66D-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Desenvolvimento,FECHADO,3/6/15 0:00,Público
8-CP-1560-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Injeção,INJETANDO,4/9/14 0:00,Público
7-CP-83-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,INJETANDO,3/27/66 0:00,Público
7-CP-115-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,EM INTERVENÇÃO,9/27/66 0:00,Público
7-CP-1555D-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,4/23/07 0:00,Público
7-CP-1579D-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,INJETANDO,4/6/07 0:00,Público
7-RO-511-SE,Petrobras,SE,Sergipe,RIACHUELO,T,Desenvolvimento,FECHADO,11/19/07 0:00,Público
7-SZ-474D-SE,Petrobras,SE,Sergipe,SIRIRIZINHO,T,Desenvolvimento,FECHADO,8/21/07 0:00,Público
8-CP-1619-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Injeção,INJETANDO,1/7/08 0:00,Público
1-BRSA-574-SE,Petrobras,SE,Sergipe,MATO GROSSO,T,Pioneiro,FECHADO,1/23/08 0:00,Público
7-CP-1785-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,PRODUZINDO,5/8/08 0:00,Público
7-CP-1647D-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,PRODUZINDO,2/21/08 0:00,Público
7-PIR-249D-AL,Petrobras,AL,Alagoas,PILAR,T,Desenvolvimento,FECHADO,7/19/08 0:00,Público
8-SZ-182-SE,Petrobras,SE,Sergipe,SIRIRIZINHO,T,Injeção,EM INTERVENÇÃO,4/15/80 0:00,Público
8-RO-524-SE,Petrobras,SE,Sergipe,RIACHUELO,T,Injeção,INJETANDO,7/7/08 0:00,Público
7-RO-529-SE,Petrobras,SE,Sergipe,RIACHUELO,T,Desenvolvimento,PRODUZINDO,7/27/08 0:00,Público
7-CP-1745D-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,9/14/08 0:00,Público
9-CP-862-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Especial,FECHADO,4/9/84 0:00,Público
9-CP-919-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Especial,PRODUZINDO,11/29/84 0:00,Público
7-IP-4-SE,Petrobras,SE,Sergipe,ILHA PEQUENA,T,Desenvolvimento,FECHADO,11/28/85 0:00,Público
7-MG-20-SE,Petrobras,SE,Sergipe,MATO GROSSO,T,Desenvolvimento,INJETANDO,1/24/86 0:00,Público
7-AN-21-SE,Petrobras,SE,Sergipe,ANGELIM,T,Desenvolvimento,FECHADO,2/25/86 0:00,Público
9-CP-1016A-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Especial,PRODUZINDO,5/11/86 0:00,Público
7-SZ-496D-SE,Petrobras,SE,Sergipe,SIRIRIZINHO,T,Desenvolvimento,PRODUZINDO,7/25/10 0:00,Público
7-FU-164D-AL,Petrobras,AL,Alagoas,FURADO,T,Desenvolvimento,PRODUZINDO,11/5/10 0:00,Público
8-CP-1796D-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Injeção,PRODUZINDO,12/29/10 0:00,Público
8-CP-1736D-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Injeção,INJETANDO,4/24/11 0:00,Público
7-RO-635-SE,Petrobras,SE,Sergipe,RIACHUELO,T,Desenvolvimento,FECHADO,5/1/11 0:00,Público
7-RO-651D-SE,Petrobras,SE,Sergipe,RIACHUELO,T,Desenvolvimento,PRODUZINDO,7/9/11 0:00,Público
7-CP-1702-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,10/12/11 0:00,Público
7-RO-710-SE,Petrobras,SE,Sergipe,RIACHUELO,T,Desenvolvimento,FECHADO,12/4/11 0:00,Público
7-RO-693D-SE,Petrobras,SE,Sergipe,RIACHUELO,T,Desenvolvimento,FECHADO,1/6/12 0:00,Público
8-CP-517D-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Injeção,INJETANDO,10/14/80 0:00,Público
9-CP-538-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Especial,FECHADO,12/10/80 0:00,Público
9-CP-566-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Especial,FECHADO,5/5/81 0:00,Público
9-CP-585-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Especial,PRODUZINDO,7/20/81 0:00,Público
7-CP-335-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,11/3/77 0:00,Público
7-RO-117-SE,Petrobras,SE,Sergipe,RIACHUELO,T,Desenvolvimento,FECHADO,4/18/78 0:00,Público
7-CP-362-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,6/13/78 0:00,Público
8-CP-367-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Injeção,FECHADO,7/28/78 0:00,Público
7-RO-143-SE,Petrobras,SE,Sergipe,RIACHUELO,T,Desenvolvimento,INJETANDO,3/29/79 0:00,Público
8-RO-151-SE,Petrobras,SE,Sergipe,RIACHUELO,T,Injeção,INJETANDO,4/27/79 0:00,Público
7-FAL-7H-ES,Petrobras,ES,Espírito Santo,FAZENDA ALEGRE,T,Desenvolvimento,FECHADO,8/1/00 0:00,Público
7-FAL-38H-ES,Petrobras,ES,Espírito Santo,FAZENDA ALEGRE,T,Desenvolvimento,FECHADO,8/14/01 0:00,Público
7-FAL-32H-ES,Petrobras,ES,Espírito Santo,FAZENDA ALEGRE,T,Desenvolvimento,PRODUZINDO,6/18/01 0:00,Público
7-FSL-34-ES,Petrobras,ES,Espírito Santo,FAZENDA SANTA LUZIA,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2/8/02 0:00,Público
7-TQ-190D-BA,Petrobras,BA,Recôncavo,TAQUIPE,T,Desenvolvimento,PRODUZINDO,11/12/07 0:00,Público
9-CP-628-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Especial,PRODUZINDO,1/9/82 0:00,Público
9-CP-668-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Especial,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,6/19/82 0:00,Público
7-CP-678-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,8/28/82 0:00,Público
7-CP-746-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,PRODUZINDO,5/20/83 0:00,Público
9-CP-759-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Especial,FECHADO,7/12/83 0:00,Público
7-PIR-24-AL,Petrobras,AL,Alagoas,PILAR,T,Desenvolvimento,FECHADO,3/13/84 0:00,Público
7-SZ-304-SE,Petrobras,SE,Sergipe,SIRIRIZINHO,T,Desenvolvimento,FECHADO,10/17/85 0:00,Público
8-RO-384-SE,Petrobras,SE,Sergipe,RIACHUELO,T,Injeção,INJETANDO,12/29/85 0:00,Público
8-SZ-382D-SE,Petrobras,SE,Sergipe,SIRIRIZINHO,T,Injeção,FECHADO,9/3/98 0:00,Público
8-SZ-385-SE,Petrobras,SE,Sergipe,SIRIRIZINHO,T,Injeção,INJETANDO,9/17/98 0:00,Público
7-PIR-159D-AL,Petrobras,AL,Alagoas,PILAR,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,5/13/00 0:00,Público
8-SZ-393-SE,Petrobras,SE,Sergipe,SIRIRIZINHO,T,Injeção,INJETANDO,7/1/02 0:00,Público
7-SZ-400HP-SE,Petrobras,SE,Sergipe,SIRIRIZINHO,T,Desenvolvimento,FECHADO,2/19/01 0:00,Público
7-CP-1441D-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,5/29/01 0:00,Público
7-CP-128-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,11/14/66 0:00,Público
1-SZ-1-SE,Petrobras,SE,Sergipe,SIRIRIZINHO,T,Pioneiro,FECHADO,10/20/67 0:00,Público
7-SZ-40-SE,Petrobras,SE,Sergipe,SIRIRIZINHO,T,Desenvolvimento,PRODUZINDO,12/7/68 0:00,Público
3-RO-50-SE,Petrobras,SE,Sergipe,RIACHUELO,T,Extensão,FECHADO,4/10/70 0:00,Público
7-SZ-103-SE,Petrobras,SE,Sergipe,SIRIRIZINHO,T,Desenvolvimento,PRODUZINDO,1/7/71 0:00,Público
7-CP-206D-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,PRODUZINDO,2/13/72 0:00,Público
7-GA-23D-SES,Petrobras,SE,Sergipe,GUARICEMA,M,Desenvolvimento,FECHADO,10/20/72 0:00,Público
8-SZ-148-SE,Petrobras,SE,Sergipe,SIRIRIZINHO,T,Injeção,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,10/31/75 0:00,Público
8-SZ-155-SE,Petrobras,SE,Sergipe,SIRIRIZINHO,T,Injeção,INJETANDO,1/26/76 0:00,Público
7-FU-30-AL,Petrobras,AL,Alagoas,FURADO,T,Desenvolvimento,FECHADO,5/29/76 0:00,Público
7-CP-294D-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,9/24/76 0:00,Público
7-FU-39-AL,Petrobras,AL,Alagoas,FURADO,T,Desenvolvimento,PRODUZINDO,2/8/77 0:00,Público
7-CP-1461-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,1/21/03 0:00,Público
7-PIR-197D-AL,Petrobras,AL,Alagoas,PILAR,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,4/9/04 0:00,Público
7-CP-1527D-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,9/2/04 0:00,Público
7-SZ-430D-SE,Petrobras,SE,Sergipe,SIRIRIZINHO,T,Desenvolvimento,FECHADO,12/26/04 0:00,Público
7-CP-1141-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,10/24/87 0:00,Público
7-SZ-347-SE,Petrobras,SE,Sergipe,SIRIRIZINHO,T,Desenvolvimento,PRODUZINDO,12/12/87 0:00,Público
7-CP-1174D-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,1/19/88 0:00,Público
7-SZ-320-SE,Petrobras,SE,Sergipe,SIRIRIZINHO,T,Desenvolvimento,FECHADO,7/16/86 0:00,Público
7-RO-410-SE,Petrobras,SE,Sergipe,RIACHUELO,T,Desenvolvimento,INJETANDO,9/26/86 0:00,Público
7-PIR-126-AL,Petrobras,AL,Alagoas,PILAR,T,Desenvolvimento,PRODUZINDO,1/11/87 0:00,Público
7-CP-1097-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,PRODUZINDO,5/13/87 0:00,Público
7-CP-1215-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,PRODUZINDO,6/22/88 0:00,Público
7-CP-1227-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,9/9/88 0:00,Público
7-CP-1228D-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,9/7/88 0:00,Público
7-CP-1236D-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,10/8/88 0:00,Público
7-CP-1239-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,10/15/88 0:00,Público
7-CP-1240-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,10/19/88 0:00,Público
7-CP-1262-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,PRODUZINDO,2/7/89 0:00,Público
9-CP-1272-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Especial,PRODUZINDO,2/14/89 0:00,Público
7-CP-1277-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,3/6/89 0:00,Público
7-CP-1278-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,3/8/89 0:00,Público
7-CP-1280-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,3/14/89 0:00,Público
7-AR-244-BA,Petrobras,BA,Recôncavo,ARAÇÁS,T,Desenvolvimento,FECHADO,3/9/86 0:00,Público
7-MUI-19D-BA,Petrobras,BA,Recôncavo,MASSUÍ,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,9/27/10 0:00,Público
7-MGP-16-BA,Petrobras,BA,Recôncavo,MIRANGA,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,12/31/86 0:00,Público
1-FSR-1-BA,Petrobras,BA,Tucano Sul,FAZENDA SANTA ROSA,T,Pioneiro,FECHADO,4/25/92 0:00,Público
9-SZ-164-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,FECHADO,6/2/79 0:00,Público
7-CP-447-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,9/13/79 0:00,Público
7-SZ-168-SE,Petrobras,SE,Sergipe,SIRIRIZINHO,T,Desenvolvimento,INJETANDO,11/27/79 0:00,Público
7-RO-178-SE,Petrobras,SE,Sergipe,RIACHUELO,T,Desenvolvimento,FECHADO,12/29/79 0:00,Público
7-CP-508-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,9/11/80 0:00,Público
7-CP-512-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,9/19/80 0:00,Público
7-RO-225-SE,Petrobras,SE,Sergipe,RIACHUELO,T,Desenvolvimento,PRODUZINDO,10/25/80 0:00,Público
7-CP-527-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,11/6/80 0:00,Público
9-SZ-203-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,FECHADO,3/12/81 0:00,Público
7-RO-264-SE,Petrobras,SE,Sergipe,RIACHUELO,T,Desenvolvimento,PRODUZINDO,5/4/81 0:00,Público
7-RO-269-SE,Petrobras,SE,Sergipe,RIACHUELO,T,Desenvolvimento,INJETANDO,6/8/81 0:00,Público
7-FBE-52D-BA,Petrobras,BA,Recôncavo,FAZENDA BOA ESPERANÇA,T,Desenvolvimento,PRODUZINDO,9/5/09 0:00,Público
7-AR-324DP-BA,Petrobras,BA,Recôncavo,ARAÇÁS,T,Desenvolvimento,PRODUZINDO,1/28/10 0:00,Público
7-BA-432D-BA,Petrobras,BA,Recôncavo,BURACICA,T,Desenvolvimento,PRODUZINDO,5/24/10 0:00,Público
7-RBU-108D-BA,Petrobras,BA,Recôncavo,RIO DO BU,T,Desenvolvimento,FECHADO,3/9/10 0:00,Público
7-RPO-15-ES,Petrobras,ES,Espírito Santo,RIO PRETO OESTE,T,Desenvolvimento,PRODUZINDO,7/4/86 0:00,Público
7-CS-153-BA,Petrobras,BA,Recôncavo,CASSARONGONGO,T,Desenvolvimento,PRODUZINDO,8/24/88 0:00,Público
7-AR-263-BA,Petrobras,BA,Recôncavo,ARAÇÁS,T,Desenvolvimento,INJETANDO,9/19/88 0:00,Público
7-RPJ-51-BA,Petrobras,BA,Recôncavo,RIO POJUCA,T,Desenvolvimento,FECHADO,9/24/88 0:00,Público
7-RO-457-SE,Petrobras,SE,Sergipe,RIACHUELO,T,Desenvolvimento,PRODUZINDO,12/13/02 0:00,Público
7-AG-18D-SE,Petrobras,SE,Sergipe,AGUILHADA,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2/4/07 0:00,Público
7-CP-1611D-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,6/16/07 0:00,Público
7-SZ-475D-SE,Petrobras,SE,Sergipe,SIRIRIZINHO,T,Desenvolvimento,FECHADO,9/2/07 0:00,Público
7-FU-145D-AL,Petrobras,AL,Alagoas,FURADO,T,Desenvolvimento,FECHADO,10/6/07 0:00,Público
7-CP-1675D-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,PRODUZINDO,8/5/07 0:00,Público
7-RO-102-SE,Petrobras,SE,Sergipe,RIACHUELO,T,Desenvolvimento,FECHADO,9/18/76 0:00,Público
7-CP-322-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,PRODUZINDO,6/26/77 0:00,Público
7-CP-328D-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,PRODUZINDO,9/2/77 0:00,Público
7-CP-352-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,2/24/78 0:00,Público
7-CP-366-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,7/22/78 0:00,Público
7-CP-376-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,PRODUZINDO,9/27/78 0:00,Público
8-CP-381-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Injeção,FECHADO,10/14/78 0:00,Público
8-CP-389-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Injeção,INJETANDO,11/22/78 0:00,Público
8-CP-398-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Injeção,INJETANDO,12/16/78 0:00,Público
7-CP-410-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,1/27/79 0:00,Público
8-RO-138-SE,Petrobras,SE,Sergipe,RIACHUELO,T,Injeção,INJETANDO,3/13/79 0:00,Público
9-SZ-165-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,FECHADO,6/14/79 0:00,Público
7-CP-433-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,PRODUZINDO,7/26/79 0:00,Público
7-CP-1188D-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,2/28/88 0:00,Público
9-CP-1225-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Especial,FECHADO,9/4/88 0:00,Público
9-CP-1269-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Especial,FECHADO,2/3/89 0:00,Público
7-RO-596-SE,Petrobras,SE,Sergipe,RIACHUELO,T,Desenvolvimento,PRODUZINDO,3/20/10 0:00,Público
7-RO-597D-SE,Petrobras,SE,Sergipe,RIACHUELO,T,Desenvolvimento,FECHADO,2/9/10 0:00,Público
8-RO-623-SE,Petrobras,SE,Sergipe,RIACHUELO,T,Injeção,FECHADO,6/21/11 0:00,Público
